datetime,measured_kWh,IT,Cooling,Other,temperature,humidity,enthalpy
2024-06-01 00:15:00,797.76,575.7266454320431,68.57976576879571,153.45358879916108,16.5,92.0,43.8836725852606
2024-06-01 00:30:00,800.64,578.0005588775886,68.57976576879571,154.05967535361566,16.5,92.0,43.8836725852606
2024-06-01 00:45:00,799.68,577.2425877290734,68.57976576879571,153.85764650213082,16.5,92.0,43.8836725852606
2024-06-01 01:00:00,804.48,581.0324434716491,68.57976576879571,154.86779075955513,16.5,92.0,43.8836725852606
2024-06-01 01:15:00,800.16,577.3851724807326,68.87917662386445,153.89565089540278,16.58,91.75,44.03160454839714
2024-06-01 01:30:00,804.96,580.9835567531695,69.1216827030121,154.8547605438185,16.65,91.5,44.15142118080554
2024-06-01 01:45:00,800.64,577.3367439554164,69.42051323858226,153.88274280600135,16.73,91.25,44.29906642152966
2024-06-01 02:00:00,803.04,579.0407581194744,69.66231288926774,154.33692899125782,16.8,91.0,44.41853402400994
2024-06-01 02:15:00,803.52,579.8553549307073,69.11059428056394,154.55405078872866,16.73,90.75,44.14594264830389
2024-06-01 02:30:00,802.56,579.575427460032,68.50513333178621,154.47943920818182,16.65,90.5,43.846798428116415
2024-06-01 02:45:00,800.64,578.4909636099569,67.95864906271012,154.1903873273329,16.58,90.25,43.57679321828826
2024-06-01 03:00:00,801.12,579.3434729046871,67.35891281609419,154.41761427921872,16.5,90.0,43.28047744074016
2024-06-01 03:15:00,799.68,578.294458963424,67.24752985591873,154.1380111806573,16.48,90.0,43.22544570197794
2024-06-01 03:30:00,800.64,579.1842211087611,67.08061142215386,154.37516746908503,16.45,90.0,43.1429751730292
2024-06-01 03:45:00,803.04,581.2107923757984,66.91387993089974,154.91532769330183,16.42,90.0,43.06059700804168
2024-06-01 04:00:00,800.16,579.024559309711,66.80282931314927,154.33261137713976,16.4,90.0,43.00572947196795
2024-06-01 04:15:00,800.16,579.3746272604026,66.359454610402,154.42591812919545,16.32,90.0,42.78666830877991
2024-06-01 04:30:00,794.88,575.5112401751209,65.97258492167578,153.39617490320336,16.25,90.0,42.59552496323168
2024-06-01 04:45:00,794.4,575.4369137309503,65.58672225994194,153.3763640091078,16.18,90.0,42.404879166377484
2024-06-01 05:00:00,797.76,578.4370248125936,65.14696465172729,154.1760105356791,16.1,90.0,42.18760512575365
2024-06-01 05:15:00,793.92,575.200993324186,65.40552464963365,153.3134820261803,16.12,90.25,42.31535362729039
2024-06-01 05:30:00,792.96,574.1949201287343,65.7197555613586,153.0453243099071,16.15,90.5,42.470607836891396
2024-06-01 05:45:00,796.32,576.5990892716842,66.03478164414126,153.68612908417458,16.18,90.75,42.62625492207992
2024-06-01 06:00:00,798.24,577.9094936964276,66.29510336981889,154.03540293375346,16.2,91.0,42.75487385247155
2024-06-01 06:15:00,799.2,578.4481934365718,66.57281915418417,154.17898740924403,16.25,91.0,42.892086784065924
2024-06-01 06:30:00,796.32,575.9545980942697,66.851054838088,153.51434706764238,16.3,91.0,43.02955658597101
2024-06-01 06:45:00,801.12,579.5243603570448,67.12981180795748,154.46582783499778,16.35,91.0,43.167283943188295
2024-06-01 07:00:00,797.76,576.6509551770017,67.40909145368697,153.69995336931134,16.4,91.0,43.30526954243237
